,binary,targets
880,462000210000c020002802410000210000490221000088022c5241000089042ca821000089020c022903310000910000c0200099034804c0200049033c84c020,xtensa
881,2217414800001d260204a2440200a8202200e27300007da7000041b000005d24000042301104ff47000010222200e273000041b00000562802f05f44000041b0,alphaev56
882,04208ce5142093e504208ce5186093e54c219fe504608ce504408ce504408ce504208ce53c219fe504408ce538619fe504208ce534219fe504608ce504608ce5,arm
883,e191838083809100009091000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80,avr
884,5810d156a728000050201000a7f400085820d156a71affff501020005810d156bf1f1000a7a4fff65810d15aa728000050201000a7f4002b5810d15258101000,s390
885,00a1b00000a1b00000a1b0000061b0f7ff7f200000e1b30000e1b3000001b30000e1b3000061b0feff7f20000061b000007d240000c1b2000063a00300e3431f,alphaev56
886,0000ac43000024840001288200021440fff50005104024a5000128a200035440fffa000020213c0200008c4300083c020000ac4300003c0300008c630004ac43,mips
887,0021280100e17302f03f4400003d24000021280100e17301f03f440200e2430100e1431804e2471904e14700007da70040fb6a0104fb4701f03f440100e14314,alphaev56
888,78b15f0008b13f000aa15f0008a13f000a7d494a787d2907347d284b78a15f0008a13f000a7d494a787d290734552900207d2a0734a13f00087d494a787d2907,powerpc
889,c23a38272c022023100c034807f0541168277cf44046300014400045a16817582700054060909190942058074827000440508091209893208393c60000880798,xtensa
890,000000017a520004781a011b0d1e001800000018000000000000004800000000430e10469a0248da0e00000000ba2700005ea70004ff470000bd231000de2301,alphaev56
891,8410e000c600e000c6204000c600a004c6204000c600a008c6204000c600a00cc6204000c600a010c6204000c400a014c4204000f620400005000000c400a000,sparc
892,c80f97c083f00184c07556660fefc00f2e45f87a0a660fefc00f2e45f8744ef30f104dfcf30f100500000000f30f59c1f30f1055f8f30f100d00000000f30f59,x86_64
893,a0008410a000c6206000c600a004c6206000c600a008c6206000c600a00cc6206000c600a010c620600086103fffb8102016c62be000f823600086102001c636,sparc
894,3e4800000838a000002b850001409dff9c388400013d200000908900003d200000808900002f840001409dffdc3d20000039290000814900343d000b5c61087b,powerpc
895,00c091e50c3003e0003081e5000052e1f8ffff1af4309fe5182093e5f4109fe5001082e50c5093e51c0093e5050060e0ff0000e27a7080e2206093e5ff0015e3,arm
896,03440e4802da0e18410e10410e081800000008010000000000000e01000000440e100309010e08000000f8017ef8c7050000000000000000eb2583c101eb05b9,x86_64
897,106a590a04ea5f01005f200a044a5d00003d24000061890b046b5dca146a59010040d50204ff4701f05f440138204401f03f44040020e410006f8914004f896a,alphaev56
898,000080930000909300008093000082ef94ed90930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf,avr
899,6c6c780a0000000034309fe5001083e5082092e5002083e5004083e524209fe5002083e50020a0e30030a0e318009fe5feffffeb0400a0e11040bde81eff2fe1,arm
900,9109000090c9000080c7000038e70000a0aa001c90ca00223cc049b890a9000060c6dc1138a000ff910a000c816a001e916900009109000090c9000038c0cc30,powerpc
901,0004944500003c0300009445000024050004ac650000ac640000944200003c0400003042ffff27bdffe0ac62000000003821000030212484000024020001ac62,mips
902,009149000091490000908900009089000090890000914900009149000091490000916900004cc63182480000018001001438600000382100107c0803a64e8000,powerpc
903,18200be518201be51f0052e30900008a14204be2060092e818001be520e060e220c040e23130a0e1123e83e1323c83e13240a0e1010000ea14404be2180094e8,arm
904,05e8ab4282602478ff2a04da85781f98ae0010e9ad78ff26042c2e0010ecab868578ff24042a2e0010eaaa282e00082a2e000c9a839982624274e0d4ae00104a,m68k
905,00023c000043ac0000023c0800429400000000ffff4230211840000000023c000043ac0000023c1000428c00000000211840000000023c000043ac0000023c14,mipsel
906,0008812a000c80ca001054c7043e7d2a07354c4000427d20002655291ffe7f874800419e00183126ffff7cc931103d20000090c900004800003c54c5063e3126,powerpc
907,0041380700e0c300003d2410005e20000041b400005d2400002228213121400000223800003d24000021280100e1731a002120f4ff3fe414001e302000e07300,alphaev56
908,0000000083f8027ef183c201eb05ba0000000083fa017ee783c10183f9027eeeb800000000eb0383c00183f8027ef8837c240400750d400fbec50fafc085c074,x86_64
909,00ca0221e0e30c301be55223a0e108301be5030052e1030000ba08201be50c301be51233a0e1000000ea08301be50300a0e100d04be204b09de41eff2fe104b0,arm
910,0000ffff84242b10020023104400ff00423001004224040042ad00000f3cffff04245800e4ad0000183c4c000e270400c4ad0000093c080029252000398d0000,mipsel
911,0a0000000000005b00000000410e108602430d0602560c070800001c0000005c0a0000000000005b00000000410e108602430d0602560c070800001c0000007c,x86_64
912,9300002093000022813381309300002093000024813581309300002093000029e030e0309300002093000026e030e0309300002093000090930000809300001f,avr
913,0100144bffffd539200000480000245528083c3d400000394a00007d4a4214a90a000c3d400000910a0000392900012f890002409dffdc3d4000003920ffff91,powerpc
914,0fbecdbfe0910000f0910000309701f089e000c0809100009091000081e090e0909300008093000089e0e0e0f0e0ac2fbd2f119601900d928a9501f410920000,avr
915,4800000ca13f00087d2907347d234b78397f002083ebfffc7d615b784e8000209421ffe093e1001c7c3f0b787c6a1b787c892378b15f0008b13f000aa13f000a,powerpc
916,80fffffce16d30203900000000203c2aaaaab1223900000000538066f670e823c000000000702623c00000000023fc000000000000000020390000000023c000,m68k
917,01cac1fa056bd23329d183f9017507488b050000000085f67509833d0000000000740abf00000000e8f7feffff488b05000000008b15000000008910488b0500,x86_64
918,5810800813215420d1d2a72a000718705520d1cea72400045870f064a76800ff14641826a73800008e2000205d20d1ca17731077a77affff5860d1c65460b01c,s390
919,3681007d01294739570c022917284766221a28574b222802310000bd03ad02210000e002002d0acc220c122917e55dff6568ff21000028023d02210000c02000,xtensa
920,f4c020009908c0200029080c12c020002908c02000d908921e000c029090f4c020009908910000c020002908c020009809c10000c020009908d10000810000a1,xtensa
921,0044ac000046ac040064940a006594ffff8430000044ac09006488213000000600649821380000211880000000043c00008424000043ac280009ad000045ac00,mipsel
922,012907391749275937210000c10000d10000a807b22701e002002d0a3d0b410000c10000d10000a827b837e004004d0a5d0b610000cd04dd05ad02bd03e00600,xtensa
923,0fd10fd432210fd3222132210fd33221fae33221222109e22221222108e222210bd2226222210b40090000e0264f0b0009000400000008000000000000000000,sh4
924,448d0b8e0a8f09460ec001024ecfcecd0e60001000a74800005820d056a7380000500010000de55840f098a728000098dff09407f40707000000000000000000,s390
925,81e5080093e50223a0e1000081e5040093e50c6093e5010040e2006081e5000081e500e081e500e081e534e093e5040083e500e081e538e0d3e5c02002e2ffe0,arm
926,a0e3000000ea013083e2000053e3fcffffda0600a0e10cd08de2f043bde81eff2fe1bb4d000000000000cff3e921feff0000642c0000bc580000f0402de92cd0,arm
927,00ac43000024036ddfac4300003c0353843463e059ac430000ac430000ac4300009483005e3c04000000031c0000031c03ac4300003c0300009463005c248400,mips
928,00a758000050514fe8a72a0001a7f40004a7280000a72e0001a7c4ffe9a73a0001a73e0002a7c4fff65810d14abf1f1000a774001ea7c8ffe5a7f400165830d1,s390
929,00000000b500000000440e1002b00e08f9027ef183c60185f67eefb900000000eb0383c10185c97ef9b900000000eb0383c10185c97ef9b900000000eb0383c1,x86_64
930,33878410a22cc4206000c020600084102008c4206000050c7efd8410a285c420600084103ff6c420600084102005c4206000c400e000b0102000921020009410,sparc
931,a010c4206000841020a5c4206000050000008610a000c400a000c4206000c400e004c420600084103ffdc4206000921020009410200011000000400000009012,sparc
932,001085e5013083e2000053e3081092e5003082e5188082e564109fe501e0a0e30040a0e3d2ffffda5cc09fe5b420d1e100308ce500408ce500208ce5202091e5,arm
933,7b023c0000043ce0ffbd270000033c86524224213000002138000000008424000062ac1c00bfaf000062ac0000000c000000001c00bf8f211000000800e00320,mipsel
934,1104e3471004ea4700007da700405b6b0000ba270000bd230304e04700003d2400002120020021302200e17300003d2400002120020021302100e17321762048,alphaev56
935,8ea748000050001000a7380000a718fff25010c0000de55840f098a728000098cff09007f4000000000000ffff21dd8e18000000000000000000000000000000,s390
936,77250fb655fc8b45f8beff00000089c1d3fe89f039c27f0f0fb655fc8b45f889c1d3e289d0eb040fb645fc5dc3554889e589f88975f88845fc837df800781583,x86_64
937,6f20203c800000004281242e001092ae00149182242e0008262e000c968195806d14202e0008222e000c262e0010d2ae0014d1836008202e0008222e000c2040,m68k
938,3083e2000053e3f7ffffda30309fe50520e0e3002083e50920a0e3002083e50020a0e30030a0e318009fe5feffffeb0000a0e30cd08de204e09de41eff2fe100,arm
939,42834c43080074004602c480704b4600808276014c4038024a82670001362d7c00000000fffc207900000000201020790000000020102d40fffc2d7c00000000,m68k
940,440200e243000043b00000fd24000027200200a12800003d24000061a00300a34403d06944000061b000003d24f9ff9f20000081b000009d24000084a0000081,alphaev56
941,03611d62e361c8711e5123631d4333611d6105a00900e361e8711e8503611d615a410df11df15a00087ee36ff66e0b000900ffff0000e62ff87ff36e4362e361,sh4
942,af3000c6af3400c7af1800c0af19000010000000001800c28f2800c38f0000000021106200000042800000000021404000c3170200214840000000023c000044,mipsel
943,07e2286006e2022000c600a014c4084000c408600184113ffe84188003c808600280a00002c408600384402000f2276000c4244000c023e000c40f200080a0a0,sparc
944,3c1000428c0000023c5c00428c0000043c0000033c010002244c0080ac400062ac4c0080acfcff0010400062ac34000000380000000d23000000000000080000,mipsel
945,8302440e6002f50e10410e0818000000c8000000000000006200000000440e10025d0e080000000000008b113110488b05000000008b0683f0018906c389d041,x86_64
946,260000812a000439290001912a00042f890001409dffbc93ca0010839f00003b9cffff939f00002f9c0000409cff6048000024394000013d20000091490000a3,powerpc
947,2fa022f62148ffff3f2081162448810622480100e14310004fa022f6414821f62148a1074140060020e410004fa014002fa021f62148210741480100e1430100,alphaev56
948,50003e3000002f3400008e3000006ba003005f200900e973a403e44300000c2b18f01f47780318433800f8730104e44781142045a1092a40180801473876004b,alphaev56
949,03229b02983bc02000f908c020002908a0f0f500dd11221b0800aa11d0bf2090d0f5c02000b908a0ad20009911c02000a908909220c020009908c02000c9080c,xtensa
950,000043ac0000033c300065ac0128033c7f40632403000824000043ac213000000000033c2138000000008424100068ac000048ac0000000c000000001c00bf8f,mipsel
951,c600388fc500348fc400300c0000000000000010000003000000008fc300348fc2003003c0e8218fbf002c8fbe00288fb300248fb200208fb1001c8fb0001827,mips
952,14002fa0210741480100e14301f03f440100e0c310002f280004e1471e04ef4700005ea70800fea52000de230180fa6be0ffde2300005eb70800feb50f04fe47,alphaev56
953,206000fa206000c4066008c4206000c0206000e2206000051aed238410a035c4206000050000228410a243c420600005000000c410a0008528a0108530a010c4,sparc
954,017a5200017c0e011b0c0f600000002000000018000000000000004800448d0b8e0a8f09460ec0016acfcecd0e60000000000000000000000c3099cf00000000,s390
955,ffff02240000033c0000043ce0ffbd27213000002138000000008424000062ac0000033c000062ac1c00bfaf0000000c000000001c00bf8f211000000800e003,mipsel
956,0a000091e5002081e5040083e5080091e5002083e5040083e5042083e5042083e5bc00d1e10e1081e20008a0e14008a0e1040083e50100a0e102c0f0e7022082,arm
957,a7b8fffb50b040005840d202a7b8000150b040005840d1f658404000a7480001a7b800001524a72400141222a744000fa72e0001a784000818b4a7a800001da2,s390
958,4b0000814900189089001c93aa0000908900004bffffc890c90020938900309089000c8143000c2f8a0000419c00348149003081490030815b00008149003490,powerpc
959,00001092000040910000509100004330510504f000c0a0910000b091000081e090e06091000070910000672b01f480e090e00197909300008093000090930000,avr
960,90af909f908f907f906f905f904f903f902f900895cf93df931f92cdb7deb78983898181950f90df91cf910895cf93df9300d0cdb7deb789836a8399818a8189,avr
961,8389837c836b838b819c81809700f489819a81282f392f40e050e06b817c818fef9fefa0e0b0e000c0b595a795979587956a9502f482179307a407b50704f02b,avr
962,00088c4b00088c8b0004240fffffac8b0004ad2f00a08cee00c43c0f5954240b000135efd822ad0b00b8acab0094ad4b009caccf00b411c00002240b00030000,mips
963,3c020000ac43000024a5000128a200031440fff00007104024e7000128e200021440fffa0000282125080001290200025440fffa000038213c0300003c023523,mips
964,6efffc203cffff80009089b0886e0c322efffe302efffcd0416004302efffe4e5e4e754e56fffc2f02222e0008202e000c3d41fffe3d40fffc302efffe322eff,m68k
965,00c02060000500003f8410a3ffc6212000c420600005000000c400a000b0102000c4206000921020009410200011000000c0206000400000009012200081c7e0,sparc
966,2d0a3d02210000203310210000b1000030a320e002002d0aa612042807c60200210000b817a807e002002d0a1df03661007d0129073917210000b10000a22700,xtensa
967,790000000023c80000000043f900000000428091c823f188000000000023f188040000000050887618b68866e8528043e900187603b68066da23c20000000023,m68k
968,80fa6b0000bb270000bd23f0ffde2300005eb700007da700405b6b0000ba270000bd2300003d240000413000003d24000041b00404ff470f00e0c30104844000,alphaev56
969,60000090e9000038a00000808a00103863000080ca000890ea000490c9000038c00000816a000c3d40d017614a6df7916900009089000091090000914900003d,powerpc
970,0f8e780100000fb6050000000031c0833d000000001089ca0f9fc029c2f7d289d0f625000000000fbec0c1e0048903448b2500000000488b05000000004585e4,x86_64
971,4b59010040d50204ff4701f05f440138204401f03f44130020e401005f2010004f8900003d24000061890b046b5dea146a59010040d50204ff4701f05f440138,alphaev56
972,e0e30020c3e528301be5013083e228300be528301be5020053e3ecffffda24301be5013083e224300be524301be5000053e3e3ffffda20301be5013083e22030,arm
973,90930000809300008091000090910000909300008093000080910000992787fd90959093000080930000809100009091000090930000809300001f921f921f92,avr
974,3093e5003093e5003082e564309fe50c3093e5002093e55c309fe5002083e510309de5000053e30600001a44309fe5043093e5000053e30200001a1e30a0e301,arm
975,000082b0e89d9f240000d6b4907a8420000001b10000dd260000c3a0000018a3000076a0000047200600e6431f04ff470000c1b003346044000081b00600e343,alphaev56
976,7118f116c709f212f2e36118f109f332f12cf313f33cf15df109f225f129011c6101e22a211c6118210989e3620472e36128f218f12cf313f33cf103a00900e3,sh4
977,00008093000045e45fe7509300004093000090930000809300009093000080930000509300004093000090930000809300009093000080930000509300004093,avr
978,fffda7280000a7f4000ea71a0001a7f40004a7180000a71e0001a7c4fff8a72a0001a72e0001a7c4fff6a7c800015810d222581010005910f064a7440004a7c8,s390
979,0000001000000000017a5200017c0e011b0c0f600000002000000018000000000000004c00448d0b8e0a8f09460ec00172cfcecd0e60000098dff09407f40707,s390
980,c0c29103b0bf056801a21601e5edffb801a5e6ffcc9a4602000c120601000000000c1280222368616296016022c00c1681000027b80262a0002801b8020c1267,xtensa
981,000000f8fffffff8ffffffe1680000b9dac13c12d332217221322111d33267722131577221325332210fd332210fd332212262222102210dd400e50dd00b4000,sh4
982,01837df0027ee5c7050000000000000000e9b400000048c745a80000000048c745a00000000048c745980000000048c745900000000048c7458800000000c745,x86_64
983,20a0000300003f821063fec220a00003114a89821062f3c220a00003000000c20860008328601883386018b0102000921020009410200011000000c220a00040,sparc
984,a71800025010500058a0d0ce5820d0ca5830d0c6184189400002a78800ff148158b0c0005890a0005844700014145410d0c2881000075440d0c28a4010001814,s390
985,244200013c0200008c420000ae220000022010218fbf00348fb100308fb0002c03e0000827bd003827bdffd8afbf002427a400180c000045000000001000000f,mips
986,00e1730100e14300005d24000042a0a209e24387ce42200200e2430000bd240000a5a002004544030040e4040000f60204ff470300e0c30204ff470100e0c301,alphaev56
987,0000994c3ecfc70500000000994c3ecfc70500000000994c3ecfc70500000000ffffffffc70500000000b24d1437c7050000000005000000c705000000006e00,x86_64
988,8e0a8f09460ec001026ecfcecd0e60001000a728000350201000a728000050201000502010005820d07ea7080006a738000058202000502010005820d0765000,s390
989,f0e0808191819093000080930000828193819093000080930000848195819093000080930000e0e0f0e080819181909300008093000082819381909300008093,avr
990,8b0d8c0c8d0b8e0a8f09460ec001028acfcecdcccb0e600000003000a7380000503010005810d09a5030c00058502000a72800005020100058b0d096a7280078,s390
991,0000017a5200017c0e011b0c0f600000002800000018000000000000006400448b0d8c0c8d0b8e0a8f09460ec0010242cfcecdcccb0e600000005840f098a728,s390
992,18f23c54387fdffffffffffffff29d000af22e54000008600cf22e54000008f22e542800104e5e4e754e560000f22e54800008f23c54a339b0000000000000f2,m68k
993,e0e35c209fe500c083e5000092e51010d2e5010080e2000083e5000082e5040092e5331001e2000083e51010c2e5080092e50c2092e5000083e5002083e52400,arm
994,01eb05b80000000083f8027ef183c201eb05ba0000000085d27ee883c10183f9027eefbe00000000bf00000000b800000000e800000000b8000000004883c408,x86_64
995,0000017a5200017c0e011b0c0f600000002000000018000000000000004400448d0b8e0a8f09460ec0016acfcecd0e6000000000000000000000000000000707,s390
996,343d400000394a0000814a002c2f8a0000419e00142f830000409e001439400000480000103940000048000008394000017d4a07347d4653d67f8450004fdce0,powerpc
997,0db9480204e246000041b001005f241f04ff5f000081b377b24220000041b0000058a00200e243000041b0040044a00200e243000041b0080044a00200e24300,alphaev56
998,1e3500000033000000b016a000b817200003000000c2006000f82040000500000c030000008410a0dff6206000c4206000c4066000c4206000052c5cb18410a2,sparc
999,2100e50cd100e60cd022210f920bd422210bd2226222210bd222622221fde222210b40090000e0264f0b000900e9000900300000000000000000000000000000,sh4
0,c32400fea21800feb70a005f2000007d240000232801f03f442131204001f03f440000233822314040f9ff5ff40000bd240000a52018003ea4a50525402d001f,alphaev56
1,0000000000b000448d0b8e0a8f09460ec001027ecfcecd0e600010005820d09658303000503010005830200050301000a738fffe50301000432020085850d092,s390
2,000490420004304200ff1440000d3c03000090620004906200049062000424420001304200ffa062000490620004304200ff1040fff73c02000024030002ac43,mips
3,1df0003641000c09c602001b884600000c08a628f51b99a619f50c084600001b88a618fa0c12a10000e5fbff00124000aaa181000080aad2a5f0ff810000c808,xtensa
4,6000008329000c7d445050abe900123c6000008109000838a000007fe6fbd6836900148109000468080006834900047d080034550cd97e38c000003863000093,powerpc
5,1ec420400084103fffc4204000052507a38410a267c42040000506cb038410a354b01020009210200094102000c420400011000000400000009012200081c7e0,sparc
6,224fec7f00e1141f02e22731fc8f017125d801e4816501e624d00b4000e723d00b4001e4fae11a2022d1023181655d654a345974522f4e6433971ed00b4059e6,sh4
7,48000839200007b128000c3d20000038a0000090a9000090c900003cc076dc60c6b0c790c9000090c90000a8e7000090e9000091490000394000079149000081,powerpc
8,4100210000810000c0200028021c89c020002908210000a10000c020002802b2a080c020002908c0200099087c92c0200029080c12c020002908c0200029080c,xtensa
9,2de904b08de208d04de20c000be508100be50c404be2180094e8020154e3000053030400000a0c404be2180094e8003073e20040e4e2010000ea0c404be21800,arm
10,0000000000224f1dd00b40090007a000e10c301bd22d022d621ad32223017102e22731f58f136018d1126216d1222117d22262222116d2226222210da000e30c,sh4
11,9300008093000080910000909100001816190604f489819a810f900f90df91cf91089500d08091000090e0909300008093000080910000909100009093000080,avr
12,000027bdffe0afbf001cafbe001803a0f021afc50024afc40020afc7002cafc600288fc200288fc3002c004310251040000b000000008fc300248fc200208fc7,mips
13,00000004309ee500208ce500108ce508409ee5031001e0ff1001e20020a0e30030a0e324009fe500408ce504108ee500108ce5feffffeb1040bde80000a0e31e,arm
14,93df9300d000d0cdb7deb79a8389837c836b838b819c81809700f42b813c8189819a8100c0969587952a9502f400c089819a810f900f900f900f90df91cf9108,avr
15,806ffa52b90000000024390000000070ecb0826f00ff40203cffffa8eb4cee003cffbc4e5e4e754e5600004ebafece23f9000000000000000023f90000000000,m68k
16,007d2701904800000c813f0008815f000c7d234b787d445378397f002083ebfffc7d615b784e8000209421ffe093e1001c7c3f0b78907f0008909f000c90bf00,powerpc
17,00000c1c21000020ccc2bd07ad06e5e7ff8c4a0c16860000000c06210000a802a066100c12a7b6010c0220207461000082a07f20b8c0e10000d2a0a860c620b0,xtensa
18,f8224e233c0000000142814239000000001039000000000c00000262084ab1180067000082598174f4b48166de207900000000227900000000209142b9000000,m68k
19,1062000b0000000087c3000887c2000c0062001a004001f400001010000010120002140000021403100000020000000087c2000803c0e8218fbe000427bd0008,mips
20,e4711e8503611b611d615a410df11df15a00047ee36ff66e0b000900e62ff87ff36e43635362e361e87133601e81e361e87123601c81e362e872e361e8712e85,sh4
21,e20448a0e14448a0e1000054e3e0ffffaa10309fe50400d3e52cd08de23040bde81eff2fe1ce9052630000000010402de938309fe5ba30d3e10110a0e3fe00a0,arm
22,92000080910000909100009093000080930000809100009091000090930000809300008091000090910000909300008093000089e593ef909300008093000090,avr
23,ffffffffffffff8345f001837df0007edd8345f401837df4017ecac745f400000000eb3bc745f000000000eb288b45f04863c88b45f44863d04889d04801c048,x86_64
24,83e508301be5013083e208300be508301be5000053e3f3ffffdad0309fe5003093e50320a0e1c0309fe5002083e50030a0e308300be51e0000ea0030a0e30c30,arm
25,e5007083e5102081e200c083e5581081e2006083e5005083e500e083e5000083e5006092e5045092e5084092e50ce092e510c092e5140092e5182082e2020051,arm
26,80ac211000000000083c0000073c0000063c0000053cf0ffbd270800a3273c00e3ac3000c38c400000ad0000638cfeff42240000638c5c00a38cf7ff00105800,mipsel
27,0000c800e000c4206000c4206000c4206000c4206000c4206000c4206000091312ed88112040c82060003b00000084176000c400a004c4206000c400e000c420,sparc
28,897df88975f4837df4007817837df41f7f118b45f4488b55f889c148d3ea4889d0eb04488b45f85dc3554889e548897df88975f4837df41f77118b45f4488b55,x86_64
29,78813f001c7d494b783d400000814a00007d4a07347d4a0e70554a043e3d4affff394a5cae7d4853783d400000814a00007d4850107d4a5110394a0001554a06,powerpc
30,0018000000000000018000448a0e8b0d8c0c8d0b8e0a8f09460ec0010301260acfcecdcccbca0e60420b2000a7840076a708ffff50002000bf0f3000a784006e,s390
31,0080910000909100000197909300008093000081e0229700f480e0282f30e0318320832091000030910000232b01f0e0910000f0910000882301f0a0910000b0,avr
32,37380228373902060a0031000022c7280cc4cd04bd0320a220210000e00200286732c7280cc4cd04bd0320a220210000e002002100001df000000036c1008d07,xtensa
33,9149000048000084393f0024913f00143d20000039290000913f00183d20000039290000913f001c39200000913f000c4800002c813f000c5529103a395f0008,powerpc
34,01c42060000500003f8410a3ffc42060008528e0188538a018c4206000f4206000c020600084103ff6c420600084103ffbc42060000500000e8410a034c42060,sparc
35,ce3bac4300003c0400002403a6c727bdffe0ac43000000003821240300070000302124840000ac400000afbf001cac430000ac4300000c000000000000008fbf,mips
36,00053c0800a3ac80df053c8500a524000043ac0000043c000045ac85000524e0ffbd27000045ac21300000dc1f05242138000000008424000043ac000045ac1c,mipsel
37,1f04ff470000fe2f9b00c0e40000dca400003d240000a6b00000c1a4000001a5000062b0000008a1000006b10000c2a00500c0e40000c1a40000a6b00000fe2f,alphaev56
38,18002fb610002fa4090020ec18002fa4070020ecfeff3f208136204818004fa42205224010002fa4a10941400f0020f410002fa4090020f818002fa4070020f8,alphaev56
39,03e000080000000027bdfff8afbe000403a0f021afc5000cafc40008afc70014afc600108fc200081c400007000000008fc2000814400023000000008fc2000c,mips
40,000048837c24e8000f94c20fb6d2891080050000000002803d00000000027edb488b0500000000488b0500000000488b00c3488b050000000048c70000000000,x86_64
41,011b0d1e001800000018000000000000009c00000000430e10419a0262da0e000001fa2120010461440100e143000022b0000022a000003d240000e13b0000a4,alphaev56
42,a008c6206000c608a009c408a00a8728e008841080038528a0108538a010c420600084103fffc4206000c60ee004c40ee0058928e0188528a01086108004c40e,sparc
43,00001d40ffff2039000000004ab900000000670642b9000000004ab90000000056c049c0448024390000000022790000000091c842037802b888670c52887601,m68k
44,0042812001e988207009b00000000023c8000000002040d1fc0000000043e80004201123c00000000043e80008201123c00000000041e8000c201023c0000000,m68k
45,00005010806f002c294a00002402ffe72403ffe6006a100b3c0700003c0c4325000f482b00405021240600370000582124e7003c240dffff240891b610000005,mips
46,240000023c000044aca785043c51b08434000044ac0000043c4400848c00000000000044ac0000043c4000848c00000000000044ac28000424000044ac000004,mipsel
47,00017a5200017c0e011b0c0f600000002000000018000000000000004800448d0b8e0a8f09460ec0016acfcecd0e600000000000000000ffff00000000000000,s390
48,fc209fe5002083e50030a0e3050000eae8209fe5032082e02010d2e5d0209fe5001082e5013083e2020053e3f7ffffdac4209fe5081092e5b4309fe5001083e5,arm
49,890500000000c70500000000ffffffffc70500000000ffffffffc70500000000ffffffff8b050000000089050000000031c0e80000000031c04883c408c3488b,x86_64
50,2000990892a0ffc0200099080c1ac02000a9087cc9c020009908910000921900809923c020009908910000c020009809c0200099080c29c020009908910000c0,xtensa
51,448c0c8d0b0000fff45840d09e5830d09a5820d096584040045810d092a748000050403000a7380018403020005820d08e5020100058c0d08aa7280000a71800,s390
52,0010920000109200008be99ee09093000080930000809100009091000090930000809300001f921f921f921f921f921f921f921f9280e090e09f938f9300d08d,avr
53,bff092026016c227bff4c827bfec1100003f901223ff4000000090090008c207bff4901a001bc807bfec80a000089328601890603fff933a601840000000900a,sparc
54,00000000000707070790dff0340dd0a7faffa05810d0da0de15810d0d65820d0d25820200050201000a7280097502010005820d0ce50201000a7280000502010,s390
55,04c081e500c093e50c3091e5f0e0d0e10c3003e0000053e301302312012052e20330e0e1faffff1a20c091e508208de208e022e500208ce5342091e50c3081e5,arm
56,20207427933b22271b380228a72043c00c130c024023932020743d022217208022232020f42033c022a0a120332042171d22a0015100004735010c0220207427,xtensa
57,0000001000000000017a5200017c0e011b0c0f600000002800000018000000000000007c00448b0d8c0c8d0b8e0a8f09460ec0010256cfcecdcccb0e60000000,s390
58,82207009b00000000023c80000000006800000000020405888205023c80000000020405088201023c00000000052817003b08166c2700923c00000000023c000,m68k
59,e1000c38a0000083ca000838c0000083ea000c38630000800a0014818a001091070000810a0004908a001891090000916a001c93c9000093e900009189000090,powerpc
60,12a72400145810b0681912a77400075810b06c1513a724000a9823b0685810b0648d201000a7f400049823b0685840b0a898bfb09c07f40000001f90bff02ca7,s390
61,0000000000c800000000430e10469a0268da0e00000c0062b008007f20000061b00000e622000007a10c0062a000003d2400001d26030403450c000221000067,alphaev56
62,2731fc8f017156952dd62ed00b4001e4036408e0fd052cd00b4006e62bd002850de11d4000e103312907f4840c63f5840c6228623b22f6840c66636028400b22,sh4
63,00bfaf000065ac0000438c0000023c0400498c0000023c0400858c0800488c0000043c0000023c000049ac213000000000093c2138000000008424000043ac0c,mipsel
64,0fc02000880bc02000881dc02000880bc02000881d880c808004890c880a0b88890ad648fc8100000c1229081c892100009902210000c02000a802c02000b802,xtensa
65,222115d216d020622c6222210fd2226222210b40090000e0264f0b00f668400000003c0000000c0000000c00000024000000200000000800000043d9ea370800,sh4
66,4300143c03000027bdfff024630018afa300088c4400143c030000afa400088c4200148c6400108c42000000441026ac6200103c020000ac40000c2402002b24,mips
67,32213221ffe3222132212221222122213be22221222122210b40090000e0264f0b0009000800000000000000040000000000000004000000000000006061e285,sh4
68,1a64036a15d00b409364036701e4a36513d00b408366036612d1116412d00b4011650364f0598365836610d00b40936782610331290493650dd00b4083660228,sh4
69,1f921f921f921f9280e090e09f938f9300d08db79eb70a960fb6f8949ebf0fbe8dbf80e090e0089580e000c020e000c08eef9fef909300008093000080910000,avr
70,8d0ba7180001583020005820200058203000a72e0001a7c40004a71800005850d06a58204000a72a0001561050005850d06650103000a718ffff502040005010,s390
71,ff0000000000000000000038e85a7b0000000000000000c400a000c4220000c4006004c4222004c4006008c4222008c200600c81c3e00cc222200c9de3bf9082,sparc
72,00001092000010920000109200002de13be3309300002093000020910000309100003093000020930000909300008093000080910000992787fd909590930000,avr
73,0c00c28700000000020040141a0062000d00070010100000001402000314020002000010000000000800c28721e8c0030400be8f0800bd270800e00300000000,mipsel
74,9c818c85292f28272c8b9d818d85292f28272d8b9e818e85292f28272e8b9f818f85292f28272f8b98858889292f2827288f99818985292e28269a818a85392e,avr
75,fa8969000c3d40000080890010390000013800000138a0000038c0000038630000910a000098090004916a000090e9000890ea0000910a0000908a00004cc631,powerpc
76,002024420001ac6200208c6200201840fffa000000003c0800008d02002424020009ad0200248c6400203c0700003c02eb993442c0152405ffff308400018ce6,mips
